8.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01,4.550000000000000000e+01,3.850000000000000000e+01,3.331250000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+02,7.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
8.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+01,4.550000000000000000e+01,4.290625000000000000e+01,3.331250000000000000e+01,1.670312500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,7.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
8.000000000000000000e+00,3.300000000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,4.168750000000000000e+01,4.290625000000000000e+01,3.331250000000000000e+01,1.670312500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
8.000000000000000000e+00,4.200000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,4.168750000000000000e+01,4.668750000000000000e+01,3.331250000000000000e+01,1.670312500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
9.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,3.568750000000000000e+01,4.668750000000000000e+01,2.000000000000000000e+01,1.670312500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
9.000000000000000000e+00,2.000000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
9.000000000000000000e+00,2.900000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
9.000000000000000000e+00,2.900000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
9.000000000000000000e+00,2.900000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
9.000000000000000000e+00,5.600000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
9.000000000000000000e+00,5.600000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
9.000000000000000000e+00,5.600000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.381250000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,3.331250000000000000e+01,4.118750000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+01,4.200000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,4.118750000000000000e+01,2.000000000000000000e+01,1.429687500000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+01,5.400000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.890625000000000000e+01,2.000000000000000000e+01,1.250000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.890625000000000000e+01,2.000000000000000000e+01,1.250000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.600000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.600000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.700000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.800000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.331250000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.800000000000000000e+01,1.700000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.331250000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.800000000000000000e+01,1.800000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.331250000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,9.000000000000000000e+00,1.800000000000000000e+01,1.900000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.331250000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00
1.100000000000000000e+01,1.900000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.331250000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.100000000000000000e+01,1.900000000000000000e+01,1.900000000000000000e+01,1.800000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.568750000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.100000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,3.750000000000000000e+01,3.681250000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.100000000000000000e+01,5.400000000000000000e+01,1.900000000000000000e+01,2.100000000000000000e+01,3.750000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+01,1.110156250000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.200000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+01,2.100000000000000000e+01,3.531250000000000000e+01,3.809375000000000000e+01,1.670312500000000000e+01,1.000000000000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.200000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+01,2.400000000000000000e+01,3.531250000000000000e+01,4.090625000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.200000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01,2.400000000000000000e+01,3.331250000000000000e+01,4.090625000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.200000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,3.331250000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,3.159375000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.200000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,2.800000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,3.159375000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,1.000000000000000000e+02,1.200000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,2.800000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,3.159375000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,8.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,2.800000000000000000e+01,2.000000000000000000e+01,2.700000000000000000e+01,3.159375000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
1.300000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01,2.700000000000000000e+01,3.159375000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,8.750000000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.300000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01,2.700000000000000000e+01,3.159375000000000000e+01,4.350000000000000000e+01,1.670312500000000000e+01,1.820312500000000000e+01,7.781250000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.300000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01,2.700000000000000000e+01,3.159375000000000000e+01,4.581250000000000000e+01,1.670312500000000000e+01,2.500000000000000000e+01,7.781250000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.400000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,4.581250000000000000e+01,1.429687500000000000e+01,2.500000000000000000e+01,7.781250000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.400000000000000000e+01,3.200000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,4.581250000000000000e+01,1.429687500000000000e+01,2.500000000000000000e+01,7.781250000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.400000000000000000e+01,3.200000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,4.581250000000000000e+01,1.429687500000000000e+01,2.500000000000000000e+01,7.781250000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
1.300000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,4.581250000000000000e+01,1.429687500000000000e+01,2.500000000000000000e+01,7.781250000000000000e+01,8.331250000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00
